,Corporation,SDG_fin,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country,Project,Entryist Initials
228,Lenovo,8,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global,,JET
229,Lenovo,9,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global,,JET
230,Lenovo,12,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global,,JET
231,Lenovo,13,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global,,JET
232,Linksys (Belkin),8,Belkin Statement on Slavery and Human Trafficking,https://www.linksys.com/us/supply-chain-responsibility/,Webpage,,,Implicit,,United States,,KMW
233,Litmos,0,,,,,,,"Litmos is a training platform that can be used in the nonprofit or healthcare setting. Can be seen as education centric, but debatable",nan,,KMW
234,Little Green Light,17,About (Our Team),https://www.littlegreenlight.com/about/,Webpage,,,Implicit,"""Little Green Light helps nonprofits improve fundraising and donor relationships""",nan,,KMW
235,LogMeIn (formerly Citrix),17,Corporate Social Responsibility,https://www.logmeininc.com/corporate-social-responsibility,Webpage,,,Implicit,"""In addition to our investments, LogMeIn employees are given 16 hours a year to volunteer and participate in a wide range of activities from sorting food at local food banks, preparing meals for the homeless and underserved, helping students with entrepreneurial skills, interview and resume writing, packing clothing and supplies for children to teaching youth programming skills.""",United States ,Mission Posibble: Employee Volunteering,KMW
236,LogMeIn (formerly Citrix),4,"STEM IN, LOGMEIN’S STEM EDUCATION INITIATIVE, REACHES 500+ KIDS AROUND THE GLOBE!",https://blog.logmeininc.com/stem-in-logmeins-stem-education-initiative-reaches-500-kids-around-the-globe/,Blog,12/20/18,Paddy Srinivasan,Implicit,"""STEM In initiative to create, participate in, and sponsor engaging STEM (science, technology, engineering and math) focused activities and programs geared towards children and young adults.""",United States,STEM IN,KMW
237,LogMeIn (formerly Citrix),4,"STEM IN, LOGMEIN’S STEM EDUCATION INITIATIVE, REACHES 500+ KIDS AROUND THE GLOBE!",https://blog.logmeininc.com/stem-in-logmeins-stem-education-initiative-reaches-500-kids-around-the-globe/,Blog,12/20/18,Paddy Srinivasan,Implicit,"""STEM In initiative to create, participate in, and sponsor engaging STEM (science, technology, engineering and math) focused activities and programs geared towards children and young adults.""",India,STEM IN,KMW
238,LogMeIn (formerly Citrix),4,"STEM IN, LOGMEIN’S STEM EDUCATION INITIATIVE, REACHES 500+ KIDS AROUND THE GLOBE!",https://blog.logmeininc.com/stem-in-logmeins-stem-education-initiative-reaches-500-kids-around-the-globe/,Blog,12/20/18,Paddy Srinivasan,Implicit,"""STEM In initiative to create, participate in, and sponsor engaging STEM (science, technology, engineering and math) focused activities and programs geared towards children and young adults.""",Germany,STEM IN,KMW
239,LogMeIn (formerly Citrix),3,Corporate Social Responsibility,https://www.logmeininc.com/corporate-social-responsibility,Webpage,,,Explicit,"Explicitly mentions SDGs, but did not explicitly connect programs to the SDGs they thought they addressed",United States,,KMW
240,LogMeIn (formerly Citrix),4,Corporate Social Responsibility,https://www.logmeininc.com/corporate-social-responsibility,Webpage,,,Explicit,"Explicitly mentions SDGs, but did not explicitly connect programs to the SDGs they thought they addressed",United States,,KMW
241,LogMeIn (formerly Citrix),11,Corporate Social Responsibility,https://www.logmeininc.com/corporate-social-responsibility,Webpage,,,Explicit,"Explicitly mentions SDGs, but did not explicitly connect programs to the SDGs they thought they addressed",United States,,KMW
242,LogMeIn (formerly Citrix),12,Corporate Social Responsibility,https://www.logmeininc.com/corporate-social-responsibility,Webpage,,,Explicit,"Explicitly mentions SDGs, but did not explicitly connect programs to the SDGs they thought they addressed",United States,,KMW
243,Mailshell,16,Twitter: @Mailshell,https://twitter.com/Mailshell/status/48467199517671425,Tweet,3/17/11,@MailShell,Implicit,"""Private industry has an opportunity and responsibility to create tech innovations that help law enforcements’ efforts. http://goo.gl/UkOdA""",nan,,KMW
244,Microsoft,4,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
245,Microsoft,4,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
246,Microsoft,5,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
247,Microsoft,5,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
248,Microsoft,8,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
249,Microsoft,8,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
250,Microsoft,10,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
251,Microsoft,10,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
252,Microsoft,11,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
253,Microsoft,11,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
254,Microsoft,12,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
255,Microsoft,12,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
256,Microsoft,13,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,United States,,KMW
257,Microsoft,13,2018 Microsoft Corporate Social Responsibility report highlights,2018-Microsoft-CSR-Report-Highlights.pdf,Report,2018,,Implicit,,Global,,KMW
258,Microsoft,1,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
259,Microsoft,2,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
260,Microsoft,3,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
261,Microsoft,4,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
262,Microsoft,5,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
263,Microsoft,6,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
264,Microsoft,7,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
265,Microsoft,8,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
266,Microsoft,9,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
267,Microsoft,10,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
268,Microsoft,11,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
269,Microsoft,12,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
270,Microsoft,13,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
271,Microsoft,14,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
272,Microsoft,15,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
273,Microsoft,16,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
274,Microsoft,17,Our commitment to sustainable development,https://www.microsoft.com/en-us/corporate-responsibility/un-sdgs,Webpage,,,Explicit,They just listed all the SDGs on this page; disconnect between talking about actual programs and the SDGs,nan,,KMW
275,MileIQ,0,MileIQ,https://www.mileiq.com/,Webpage,,,,MileIQ is a subsidary of Microsoft. See Microsoft SDG commitments,nan,,KMW
276,Mobile Beacon,4,Our Mission,https://www.mobilebeacon.org/who-we-are/our-mission/,Webpage,,,Implicit,"""In a world of limited resources, we believe connecting nonprofits, schools and community anchor institutions is a critical investment in our nation’s future. Working in partnership with them, we can improve broadband access and digital literacy for millions of Americans, especially underserved groups such as the elderly, low-income and disabled.""",United States,,KMW
277,Mobile Beacon,17,Our Mission,https://www.mobilebeacon.org/who-we-are/our-mission/,Webpage,,,Implicit,"""In a world of limited resources, we believe connecting nonprofits, schools and community anchor institutions is a critical investment in our nation’s future. Working in partnership with them, we can improve broadband access and digital literacy for millions of Americans, especially underserved groups such as the elderly, low-income and disabled.""",United States,,KMW
278,NonProfitEasy,17,Company Mission,https://www.nonprofiteasy.com/Company-Mission,Webpage,,,Implicit,"""Challenging the status quo for the greater good and changing the way nonprofits serve their communities""",nan,,KMW
279,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Global,"Donations, Discounts, and Pro Bono",KMW
280,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",United States,"Donations, Discounts, and Pro Bono",KMW
281,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",United Kingdom,"Donations, Discounts, and Pro Bono",KMW
282,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",France,"Donations, Discounts, and Pro Bono",KMW
283,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Australia,"Donations, Discounts, and Pro Bono",KMW
284,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",China,"Donations, Discounts, and Pro Bono",KMW
285,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Hong Kong,"Donations, Discounts, and Pro Bono",KMW
286,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Japan,"Donations, Discounts, and Pro Bono",KMW
287,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Singapore,"Donations, Discounts, and Pro Bono",KMW
288,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Netherlands,"Donations, Discounts, and Pro Bono",KMW
289,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Germany,"Donations, Discounts, and Pro Bono",KMW
290,Oracle NetSuite Social Impact,17,Mission,http://www.netsuite.com/portal/industries/nonprofit/social-impact.shtml,Webpage,,,Implicit,"""Our mission is to support the success of nonprofits globally through the power of cloud technology. We offer product donations and discounts, pro bono services and capacity building to support organizations of all sizes in growing their mission.""",Sweden,"Donations, Discounts, and Pro Bono",KMW
291,PayAnywhere,0,,,,,,,No information found regarding SDGs,nan,,KMW
292,People-OnTheGo,0,,http://www.people-onthego.com/,,,,,"A rather flimsy argument could be made for SDG 3 about wellbeing, since their webinars are often about mindfulness, but it's all in terms of company profit and efficiency",nan,,KMW
293,Priority,17,Priority Gives Back,https://www.priority-software.com/us/about-us/corporate-responsibility-2/,Webpage,,,Implicit,"Employee volunteer program without main commitments; ""This is achieved through packing and distributing holiday gift baskets, hosting costume parties with entertainment and surprises at a local children’s hospital, volunteer house painting for the aged and underprivileged, and harvesting fruit and vegetables several times a year, all of which are donated to needy families.""",United States,Priority Gives Back,KMW
294,QuestionPro,3,,,,,,,"QuestionPro cites case studies of situations where their products were used for good things, but expresses no particular support for them.",nan,,KMW
295,QuestionPro,4,,,,,,,"QuestionPro cites case studies of situations where their products were used for good things, but expresses no particular support for them.",nan,,KMW
296,QuickBooks Made Easy,17,About Us,https://quickbooksmadeeasy.com/about-us/,Webpage,,,Implicit,"""Presently, Gregg is teaching a live seminar designed exclusively for nonprofit organizations around the country.""",United States,Non-profit Seminar Series,KMW
297,Rain Design,11,,,,,,,,nan,,
298,Rain Design,13,,,,,,,,nan,,
299,Reading Eggs,4,Who We Are,https://dev.blake.com.au/,Webpage,,,Implicit,"""Our mission is to help millions of kids around the world improve their literacy and numeracy skills in both a home and school setting.""",Australia,,KMW
300,Reading Eggs,4,Who We Are,https://dev.blake.com.au/,Webpage,,,Implicit,"""Our mission is to help millions of kids around the world improve their literacy and numeracy skills in both a home and school setting.""",Global,,KMW
301,Reading Eggs,4,About Blake eLearning,https://readingeggs.com/about-blake/,Webpage,,,Implicit,"""Blake eLearning is a highly experienced team that specializes in creating high quality literacy products for schools and educators throughout the world""",United States,,KMW
302,Reading Eggs,4,About Blake eLearning,https://readingeggs.com/about-blake/,Webpage,,,Implicit,"""Blake eLearning is a highly experienced team that specializes in creating high quality literacy products for schools and educators throughout the world""",Global,,KMW
303,Refurbished Computers: Akooba,11,Building sustianability through environmentally responsible electronic reycling,https://www.akooba.com/electronics-recycling,Webpage,,,Implicit,"""Our Zero Landfill Policy represents our commitment to electronic recycling as we attempt to keep all electronics that pass through our facilities out of landfills.""",United States,,KMW
304,Refurbished Computers: BlueRange Technology,3,Healthcare Products,http://www.bluerangetech.com/healthcare-products/,Webpage,,,Implicit,"""BlueRange Technology partners with pharmaceutical institutions, hospitals and other healthcare facilities to delivery complete IT solutions. """,United States,,KMW
305,Refurbished Computers: BlueRange Technology,4,Education: High Quality Hardware for Education Technology,http://www.bluerangetech.com/edu/,Webpage,,,Implicit,"""our full-service IT solutions offer K-12 schools new and certified refurbished computers and computer equipment,""",United States,,KMW
306,Refurbished Computers: InterConnection,4,Impact: Creating Opportunity Through Access to Technology,https://interconnection.org/impact.php,Webpage,,,Implicit,"""In Chile, InterConnection provided 1,000 computers to rural schools.""",Chile,Donations to Rural Chilean Schools,KMW
307,Refurbished Computers: InterConnection,3,Impact: Creating Opportunity Through Access to Technology,https://interconnection.org/impact.php,Webpage,,,Implicit,"""...bridge the digital divide.""; ""...provides a way to track and monitor cancer patients in third world countries, teach HIV education or allow an individual or family the opportunity to improve their lives.""; ""We offer laptops and desktops to low-income families and students at the lowest price possible""; ""Donations to InterConnection help us cut the average cost of setting up a computer lab in a school, library or community center by over 70%."" ; ""Every month, more than 200 nonprofits receive computers from InterConnection.""; """,Global,,KMW
308,Refurbished Computers: InterConnection,4,Impact: Creating Opportunity Through Access to Technology,https://interconnection.org/impact.php,Webpage,,,Implicit,"""...bridge the digital divide.""; ""...provides a way to track and monitor cancer patients in third world countries, teach HIV education or allow an individual or family the opportunity to improve their lives.""; ""We offer laptops and desktops to low-income families and students at the lowest price possible""; ""Donations to InterConnection help us cut the average cost of setting up a computer lab in a school, library or community center by over 70%."" ; ""Every month, more than 200 nonprofits receive computers from InterConnection.""; """,Global,,KMW
309,Refurbished Computers: InterConnection,17,Impact: Creating Opportunity Through Access to Technology,https://interconnection.org/impact.php,Webpage,,,Implicit,"""...bridge the digital divide.""; ""...provides a way to track and monitor cancer patients in third world countries, teach HIV education or allow an individual or family the opportunity to improve their lives.""; ""We offer laptops and desktops to low-income families and students at the lowest price possible""; ""Donations to InterConnection help us cut the average cost of setting up a computer lab in a school, library or community center by over 70%."" ; ""Every month, more than 200 nonprofits receive computers from InterConnection.""; """,Global,,KMW
310,Refurbished Computers: InterConnection,11,Environmental Impact: Preserving Our Forests & Streams,https://interconnection.org/give_rec_vs_reuse.php,Webpage,,,Implicit,,nan,,KMW
311,Refurbished Computers: InterConnection,4,Studio Samuel Foundation Uses Grant Computers to Teach Ethiopian Girls to Code,https://interconnection.org/studio-samuel-foundation-uses-grant-computers-to-teach-ethiopian-girls-to-code/,Blog,1/17/16,IT Admin Interconnection,Implicit,,Ethiopia,Training for Tomorrow,KMW
312,Refurbished Computers: InterConnection,4,Donations Make Meaningful Impact in Sri Lanka,https://interconnection.org/computer-donations-make-meaningful-impact-in-sri-lanka/,Webpage,,,Implicit,"""InterConnection shipped 18 computers to Care for Education, a nonprofit based in Texas, focused on community development through educational activities. The computers were then sent to Sri Lanka, where computer labs were setup in primary schools in the town of Mullaitivu.""",Sri Lanka,Care for Education Donation,KMW
313,Refurbished Computers: InterConnection,4,International: Connecting the World,https://interconnection.org/international.php,Webpage,,,Implicit,"""Manos Unidas uses computers from InterConnection to teach functional academics, independent life skills, sexual education, inclusive vocational and occupation education, and community inclusion.""",Peru,Manos Unidas Donation,KMW
